21,100,0,60,30,100,0,70,0,1,175.76
25,20,20,0,70,80,20,30,90,1,67.221
27,70,80,80,20,10,20,80,20,1,66.223
6,70,70,80,10,60,20,90,30,1,113.76
5,90,0,60,40,90,0,60,0,1,92.811
22,0,100,11,100,0,100,0,100,1,51.153
7,80,85,95,0,0,30,100,0,1,72.131
4,5,50,0,90,0,80,10,90,1,64.31
20,0,100,0,93,0,100,7,100,1,51.292
10,0,100,20,30,0,100,70,95,1,52.38
19,100,0,90,1,100,10,99,0,1,66.094
18,90,5,90,10,95,5,90,0,1,62.591
13,0,10,0,100,25,65,0,100,1,95.944
26,70,20,90,40,60,10,60,0,1,98.944
15,100,0,90,5,100,5,95,0,1,61.339
11,35,100,100,0,5,75,100,10,1,66.417
2,50,60,90,0,0,10,100,30,1,65.855
14,100,10,100,0,97,0,100,0,1,191.28
16,8,95,95,0,0,55,100,5,1,50.271
9,50,100,50,3,0,80,97,0,1,57.192
3,0,100,25,5,0,100,95,90,1,70.111
17,95,85,100,0,0,0,100,0,1,57.818
23,50,50,8,50,20,20,50,22,1,63.326
12,5,80,10,10,0,80,90,60,1,66.038
1,95,20,90,0,90,5,100,0,1,59.36
8,20,60,90,30,10,30,70,10,1,54.632
24,90,30,70,0,80,10,100,5,1,68.525
