22,0,100,15,15,0,100,85,85,1,658.73
6,65,65,60,40,60,50,60,50,1,108.91
3,0,75,25,40,0,100,60,70,1,80.908
16,30,80,60,25,0,75,75,75,1,92.975
11,35,70,65,30,15,60,70,50,1,82.238
7,50,65,65,30,15,50,70,50,1,165.15
17,35,70,70,25,0,75,75,40,1,80.952
14,60,75,70,30,5,60,70,35,1,79.12
8,50,55,55,50,30,50,50,60,1,144.82
5,50,40,50,45,60,50,55,65,1,99.461
21,50,30,35,45,65,40,55,60,1,78.153
25,40,35,35,65,60,40,35,65,1,90.567
27,35,65,60,40,20,60,60,60,1,73.658
26,60,30,50,50,65,40,50,49,1,70.688
19,65,30,55,70,70,40,30,60,1,68.367
15,70,20,65,80,80,20,20,30,1,72.856
1,70,60,60,40,50,40,60,50,1,65.831
23,40,50,50,45,40,60,55,65,1,94.12
2,40,65,65,40,30,60,60,60,1,75.281
4,30,60,30,40,30,70,60,70,1,55.713
18,70,40,60,75,70,40,25,50,1,82.749
24,40,60,30,40,30,65,60,70,1,62.088
13,50,10,20,80,70,30,20,40,1,75.215
9,0,80,60,30,0,100,70,70,1,67.739
20,0,60,30,40,0,100,60,70,1,53.399
10,0,90,30,30,0,100,70,70,1,117.73
12,0,80,30,40,0,100,60,70,1,73.237
