22,0,35,0,100,0,100,0,100,1,53.433
6,61,63,100,0,60,54,66,30,1,50.091
3,0,19,0,100,0,100,0,100,1,47.43
16,24,100,29,36,9,56,83,89,1,96.544
11,0,86,64,100,0,88,0,38,1,66.036
7,31,71,68,99,19,84,0,32,1,61.453
17,35,56,92,100,0,59,0,14,1,47.268
14,75,59,99,96,41,14,7,0,1,54.297
8,9,61,54,33,23,62,61,55,1,58.815
5,26,13,58,100,41,54,0,62,1,51.88
21,63,0,53,100,100,2,0,41,1,72.583
25,44,54,55,34,21,41,63,57,1,52.833
27,46,55,54,41,34,44,87,54,1,62.831
26,44,56,85,41,25,63,60,56,1,46.671
19,72,6,76,0,100,0,100,0,1,55.881
15,100,0,100,0,100,0,100,0,1,49.172
1,66,66,64,40,31,60,64,13,1,51.135
23,25,56,55,100,7,86,0,55,1,45.839
2,30,75,67,25,2,87,71,29,1,45.854
4,22,0,0,100,53,35,0,100,1,48.447
18,41,54,100,21,61,37,80,32,1,50.664
24,24,75,53,30,16,59,73,56,1,46.28
13,13,0,0,7,19,59,59,100,1,48.144
9,22,100,59,24,0,81,69,16,1,58.304
20,0,59,0,100,0,100,0,100,1,44.318
10,0,65,0,100,0,100,0,100,1,48.722
12,3,67,19,15,0,100,72,100,1,42.638
