22,13,77,36,53,9,91,54,63,1,721.2
6,60,19,56,50,71,26,57,33,1,59.767
3,23,90,61,57,13,88,61,60,1,65.525
16,9,88,34,61,16,89,58,57,1,59.281
11,35,67,59,60,30,72,42,55,1,104.58
7,64,34,66,34,61,44,55,56,1,75.296
17,47,71,77,54,18,69,53,20,1,84.472
14,83,13,86,30,62,27,56,27,1,69.095
8,55,62,47,56,29,36,51,39,1,80.635
5,55,39,53,42,58,43,52,46,1,69.749
21,55,43,52,53,59,36,54,44,1,85.4
25,59,39,46,52,53,34,54,42,1,92.553
27,53,66,67,41,36,48,53,50,1,70.791
26,54,24,65,38,64,37,57,54,1,62.832
19,54,20,57,55,58,34,47,46,1,60.361
15,80,11,76,26,66,32,56,34,1,50.737
1,89,9,89,8,55,21,63,21,1,51.471
23,48,55,51,53,35,64,40,55,1,70.494
2,52,45,57,54,44,31,46,44,1,70.191
4,38,55,53,55,40,51,47,53,1,103.97
18,59,29,59,46,61,43,50,51,1,63.297
24,53,56,44,53,31,55,47,53,1,72.489
13,53,44,48,49,53,51,47,42,1,93.927
9,23,72,37,34,24,69,65,31,1,49.794
20,26,76,35,53,16,76,46,52,1,57.541
10,32,59,37,61,12,57,42,53,1,66.52
12,28,73,32,51,38,69,49,55,1,96.833
