22,2,93,5,91,5,95,3,93,1,823.91
6,81,62,81,50,58,24,53,88,1,51.774
3,3,97,1,96,5,100,5,96,1,48.748
16,12,96,52,18,6,91,76,94,1,50.246
11,18,75,65,29,19,72,70,86,1,48.06
7,27,77,60,19,27,59,79,79,1,45.587
17,8,94,72,29,5,97,62,62,1,49.035
14,86,62,75,31,30,38,67,32,1,48.724
8,15,78,29,60,29,69,36,93,1,53.513
5,39,53,34,75,53,32,41,96,1,59.175
21,87,11,64,72,82,7,8,53,1,52.863
25,7,5,7,100,60,32,28,98,1,49.865
27,8,67,56,33,29,72,59,94,1,50.288
26,10,47,61,68,40,41,46,86,1,54.534
19,68,32,75,80,90,19,16,75,1,53.024
15,68,44,77,84,79,18,25,84,1,51.068
1,90,63,80,12,51,33,72,19,1,50.204
23,11,29,12,87,52,22,38,91,1,53.632
2,20,69,55,76,31,52,40,89,1,59.272
4,12,9,9,95,80,17,11,91,1,45.543
18,18,18,58,70,56,26,43,87,1,50.825
24,6,55,24,38,52,72,55,89,1,53.992
13,4,4,0,97,98,2,3,95,1,54.96
9,6,98,3,8,5,96,94,74,1,54.247
20,12,63,9,73,4,93,22,95,1,47.752
10,6,90,11,74,4,94,30,91,1,48.466
12,4,88,12,81,10,82,66,86,1,49.695
