12,0,100,10,10,0,100,0,100,1,291.52
4,0,90,0,100,0,100,0,90,1,59.187
21,90,5,95,10,100,0,90,0,1,66.35
23,35,85,10,100,10,80,0,95,1,82.696
24,0,100,0,100,0,100,0,100,1,46.451
22,0,100,0,100,0,100,0,100,1,43.706
10,0,100,0,100,0,100,0,100,1,43.105
20,0,100,0,100,0,99,0,100,1,41.366
13,10,90,0,100,10,70,0,100,1,60.563
26,20,90,30,100,20,70,0,90,1,69.158
15,100,0,100,0,100,5,100,0,1,50.545
18,90,10,70,85,70,40,20,50,1,65.086
7,10,90,55,75,5,60,25,50,1,62.952
5,50,65,50,90,50,65,10,60,1,76.505
14,60,80,60,20,50,40,70,30,1,64.12
16,0,100,0,100,0,100,0,100,1,46.577
3,0,100,0,100,0,100,0,100,1,41.791
9,0,100,0,100,0,100,0,100,1,46.035
11,20,100,50,100,10,90,8,70,1,68.534
17,50,80,78,10,20,50,90,25,1,65.717
6,70,60,90,10,100,20,95,10,1,62.57
8,30,100,40,100,5,88,0,100,1,61.406
1,70,75,75,25,50,40,70,50,1,58.128
25,50,10,50,100,75,25,0,30,1,77.001
19,95,5,100,100,100,0,0,5,1,55.369
27,30,90,30,100,10,70,0,70,1,55.55
2,30,90,50,90,10,65,10,90,1,60.707
