13,0,0,2,97,98,0,2,100,1,259.45
22,0,97,0,100,0,100,0,100,1,63.741
23,2,65,71,24,31,46,65,63,1,66.485
1,88,60,93,22,40,14,92,17,1,65.448
3,0,100,0,100,0,100,0,100,1,88.783
25,3,6,15,98,92,12,54,74,1,75.671
11,39,61,87,30,7,69,74,52,1,102.37
19,77,0,60,71,93,2,56,6,1,87.209
20,0,100,0,100,0,100,0,100,1,50.256
21,55,4,44,58,84,3,0,12,1,82.445
9,11,100,76,11,10,69,86,59,1,62.009
16,55,69,82,21,18,76,83,88,1,59.531
24,58,58,78,38,63,21,55,27,1,74.231
4,11,70,0,91,7,92,64,92,1,96.823
6,59,70,81,25,31,62,78,58,1,66.638
10,11,57,11,91,21,76,0,94,1,56.922
15,86,0,59,60,97,0,51,1,1,54.15
2,64,58,85,15,59,25,72,72,1,90.964
12,0,74,12,75,5,95,78,93,1,52.916
14,90,63,94,14,60,15,92,0,1,46.529
7,66,74,88,15,64,9,86,0,1,74.842
17,75,69,82,17,5,38,73,0,1,68.815
5,51,2,6,95,74,9,63,27,1,94.303
27,57,60,65,41,44,43,61,40,1,88.044
8,24,69,79,34,22,81,72,77,1,58.068
18,96,0,72,30,100,0,69,10,1,116
26,87,0,75,33,79,16,63,9,1,48.937
