23,23,61,60,65,35,43,71,67,1,65.665
14,15,100,83,24,21,60,71,18,1,43.391
12,3,100,75,96,0,100,0,100,1,43.24
16,0,100,76,100,0,100,0,100,1,41.216
22,0,100,0,100,0,100,0,19,1,42.209
10,0,100,27,100,0,100,0,100,1,40.08
4,0,20,80,100,0,100,0,77,1,44.782
20,0,78,13,100,0,100,0,100,1,41.646
9,0,100,75,100,0,100,0,0,1,42.97
25,75,0,25,100,15,70,0,68,1,46.231
21,80,14,25,100,100,14,0,3,1,44.999
11,22,96,82,71,0,100,24,75,1,42.608
7,27,86,86,86,14,29,0,32,1,39.992
8,23,93,100,65,14,96,6,92,1,41.631
1,94,79,93,9,25,9,84,24,1,44.425
13,100,0,0,100,100,0,0,52,1,42.806
17,23,70,100,71,0,78,23,8,1,41.217
19,100,0,100,32,100,0,93,0,1,42.994
15,100,0,100,29,100,0,79,0,1,45.271
5,100,0,0,100,100,0,0,0,1,43.265
26,94,10,100,81,72,14,72,14,1,42.11
24,0,87,0,100,2,88,0,77,1,42.233
27,0,82,100,100,0,89,0,72,1,44.288
18,79,20,100,80,94,71,9,67,1,44.216
2,16,79,100,100,0,67,0,67,1,43.856
6,100,0,100,100,100,62,0,21,1,44.007
3,0,100,0,100,0,100,0,100,1,40.425
