20,10,80,10,30,10,100,70,100,1,227.93
8,60,70,100,20,30,30,80,80,1,66.137
26,60,60,90,30,30,20,70,10,1,52.565
9,20,90,30,30,20,90,80,90,1,54.753
11,30,70,80,30,30,30,80,40,1,63.74
6,80,60,80,20,80,10,70,20,1,66.576
24,30,70,30,80,10,70,20,80,1,62.313
3,0,90,0,90,0,100,9,100,1,62.391
7,70,80,80,20,30,30,80,60,1,61.601
19,100,0,80,20,100,0,80,0,1,50.055
23,30,70,90,20,30,30,80,40,1,53.542
15,90,20,70,80,90,0,20,10,1,55.496
14,70,80,90,20,30,20,80,20,1,54.657
2,30,70,80,30,20,30,70,30,1,71.039
25,100,30,60,80,100,0,20,10,1,56.842
27,70,70,90,30,20,30,70,20,1,63.713
18,80,30,70,60,90,10,40,30,1,69.345
13,60,0,10,90,70,20,10,80,1,64.434
21,70,20,20,80,80,0,20,70,1,55.729
12,20,90,70,20,0,100,80,90,1,58.039
22,0,80,0,100,0,100,0,100,1,58.601
1,100,30,80,20,30,0,80,0,1,54.929
4,20,20,10,90,10,100,10,100,1,55.2
16,30,80,100,10,10,80,90,70,1,49.175
17,70,70,100,30,20,20,80,30,1,50.207
5,30,30,0,100,70,60,0,100,1,54.528
10,0,70,20,70,0,100,30,100,1,56.033
