8,0,100,89,79,0,36,59,88,1,106.39
15,76,16,93,25,92,0,82,6,1,63.375
22,0,70,11,100,0,99,11,65,1,69.647
21,56,0,81,23,94,8,74,31,1,59.845
13,15,0,18,100,75,62,31,71,1,71.807
3,13,68,69,91,28,68,27,63,1,62.049
12,0,100,0,89,0,100,15,87,1,66.319
2,23,66,86,67,20,34,32,61,1,73.593
6,62,8,71,43,78,9,67,25,1,69.048
18,68,29,73,72,66,33,54,33,1,63.184
14,26,71,74,68,23,36,58,70,1,58.703
1,78,64,71,60,61,4,36,23,1,59.059
11,0,100,0,100,0,100,0,72,1,59.246
5,13,26,10,78,34,67,26,100,1,58.162
25,12,0,0,100,71,0,0,100,1,57.542
20,0,68,14,31,9,88,70,67,1,56.264
7,87,13,100,17,100,0,76,8,1,59.888
27,20,80,93,82,19,70,26,88,1,57.327
17,0,100,21,75,0,94,30,65,1,67.261
9,25,92,86,69,21,62,33,68,1,56.722
4,0,91,0,75,0,100,9,73,1,57.43
26,73,15,98,29,90,6,72,27,1,55.682
24,10,28,16,74,17,8,22,65,1,63.19
10,0,83,16,22,8,90,74,76,1,55.13
16,2,100,8,6,9,80,86,72,1,67.231
23,31,33,74,75,26,34,36,58,1,55.528
19,82,0,81,80,91,7,30,37,1,64.974
