10,15,100,86,0,0,87,8,92,1,115.14
18,29,28,100,0,90,27,100,5,1,71.525
16,7,100,91,0,15,100,83,11,1,59.033
3,70,31,100,14,97,10,77,89,1,64.695
23,15,82,68,17,6,94,84,87,1,62.19
8,74,84,85,0,24,78,100,0,1,52.681
21,78,0,78,100,100,6,0,96,1,51.241
15,73,73,100,100,88,19,0,100,1,57.88
12,0,100,91,0,0,100,89,91,1,47.094
24,24,25,66,87,84,36,13,95,1,67.144
9,74,79,100,12,31,81,81,23,1,58.536
7,73,20,100,30,88,20,68,80,1,67.2
20,0,20,16,100,0,100,0,100,1,46.192
27,27,72,100,18,34,58,89,20,1,58.002
26,82,34,100,23,95,15,77,14,1,65.164
14,87,88,100,0,74,31,100,0,1,55.079
19,7,0,62,100,28,0,0,100,1,48.996
17,7,98,80,10,0,100,84,28,1,46.417
11,0,93,67,89,0,100,17,100,1,52.191
25,4,0,13,100,76,0,0,100,1,51.898
22,0,15,0,100,5,100,0,100,1,57.856
4,0,68,0,89,0,100,6,100,1,47.325
13,0,0,0,100,29,0,0,100,1,54.408
2,32,86,100,15,80,24,86,11,1,49.385
5,20,0,0,100,24,72,0,100,1,50.295
6,12,19,0,100,75,15,0,87,1,56.426
1,94,26,100,10,75,12,88,15,1,49.96
