3,30,83,24,100,0,65,50,83,1,117.44
23,0,78,27,80,0,43,31,72,1,74.262
13,0,0,0,100,18,50,0,85,1,61.546
1,93,12,64,40,8,5,63,29,1,79.483
7,50,43,50,44,61,0,50,50,1,66.146
21,50,0,0,100,50,19,11,100,1,59.158
20,0,79,0,100,0,100,0,50,1,61.973
27,0,89,0,100,0,96,0,50,1,60.164
6,0,0,25,100,19,100,0,50,1,60.027
19,26,0,0,100,50,50,0,100,1,58.128
12,0,100,0,100,0,100,0,50,1,60.369
15,72,8,89,33,73,16,23,17,1,59.896
22,0,82,0,100,0,100,0,50,1,60.119
2,50,71,27,100,10,59,24,50,1,56.436
18,50,27,65,50,14,17,25,71,1,59.608
10,0,100,0,100,0,100,0,50,1,48.1
4,0,28,0,100,0,100,0,50,1,50.122
26,50,50,69,50,50,50,0,50,1,56.191
9,50,50,26,50,12,75,16,50,1,52.143
25,50,25,22,100,50,50,0,50,1,58.168
11,0,100,0,100,0,100,0,50,1,48.153
8,50,50,80,50,0,50,68,50,1,50.087
24,50,50,0,100,0,49,1,50,1,56.738
14,81,8,100,50,11,18,13,13,1,57.904
17,0,100,0,100,0,100,0,50,1,52.441
16,0,100,55,100,0,100,0,50,1,49.158
5,50,17,16,100,17,50,0,80,1,55.223
