3,28,84,64,34,50,81,61,84,1,135.82
16,42,91,69,20,5,70,90,38,1,67.919
26,58,59,59,59,83,35,33,34,1,80.157
6,8,52,24,19,8,85,75,78,1,77.702
21,61,39,36,74,65,50,32,64,1,70.626
10,26,74,64,25,0,85,74,32,1,60.037
7,42,64,82,50,34,16,50,46,1,79.575
2,29,86,65,22,3,70,81,82,1,67.185
9,19,86,85,8,5,86,91,74,1,54.752
24,83,61,62,36,30,23,59,42,1,327.14
27,31,71,62,31,39,60,66,58,1,84.15
4,0,100,25,0,0,94,89,84,1,54.91
23,61,60,57,39,60,18,60,56,1,84.418
17,60,70,74,30,20,60,70,5,1,56.938
13,20,20,10,80,10,100,20,100,1,61.833
12,30,80,60,30,10,70,70,70,1,53.995
5,20,70,20,70,10,70,20,76,1,53.096
18,64,59,80,66,73,26,40,26,1,57.623
20,36,72,18,72,0,68,18,88,1,51.977
22,18,82,8,89,0,83,10,82,1,55.2
14,77,80,71,69,25,66,34,40,1,62.008
1,77,67,90,24,25,58,87,67,1,58.424
25,27,39,41,60,30,57,48,86,1,61.426
19,64,20,64,60,73,29,50,72,1,58.637
15,44,80,58,68,27,71,29,65,1,61.226
8,27,84,66,40,29,82,61,32,1,61.921
11,11,77,22,36,0,77,58,88,1,51.347
