21,50,0,0,80,88,22,20,77,1,107.94
5,2,39,13,80,34,39,15,86,1,62.448
2,8,89,12,36,5,82,59,60,1,60.758
15,63,38,48,68,59,20,28,82,1,56.534
10,0,100,10,8,0,96,95,50,1,71.866
6,73,16,62,62,70,18,33,72,1,59.764
27,15,55,16,42,6,66,57,93,1,51.535
16,10,86,19,32,11,82,72,81,1,55.36
13,3,5,7,94,91,29,12,95,1,50.681
7,75,25,79,59,76,17,42,61,1,57.661
4,0,100,0,100,0,100,0,100,1,62.584
20,9,79,12,72,18,94,26,90,1,51.218
24,14,64,17,33,9,20,64,95,1,59.632
26,8,13,51,64,51,42,44,68,1,68.071
25,3,5,5,92,97,6,4,93,1,48.73
18,21,21,59,51,54,45,53,85,1,65.364
14,82,50,80,12,45,19,70,27,1,54.65
22,5,5,10,93,2,94,2,94,1,70.27
1,95,11,83,6,82,6,86,5,1,52.713
3,9,59,31,27,22,54,57,90,1,56.874
17,7,96,64,7,4,100,65,53,1,54.134
23,30,42,14,91,52,49,15,95,1,58.496
12,4,97,9,14,2,94,65,89,1,52.768
8,22,83,60,28,17,61,70,74,1,53.295
19,0,0,9,94,100,0,6,96,1,68.546
9,32,84,60,38,21,57,60,77,1,57.071
11,4,95,7,39,2,96,56,95,1,50.863
