1,74,70,84,70,70,30,34,30,1,196.01
21,89,4,29,73,80,20,18,20,1,76.756
6,82,21,18,72,80,12,28,22,1,75.159
24,69,15,24,36,67,11,67,16,1,107.92
27,31,86,75,81,30,80,28,75,1,68.39
8,20,90,30,80,10,80,20,70,1,55.156
7,70,50,60,70,80,30,30,30,1,54.912
5,30,60,40,83,20,60,30,70,1,75.173
10,30,80,40,30,30,70,70,70,1,56.034
11,10,90,33,70,10,85,30,90,1,61.265
13,70,14,24,83,81,21,24,40,1,60.944
17,61,75,82,39,13,55,64,73,1,61.805
19,91,11,60,50,82,20,50,24,1,72.464
15,78,40,55,44,75,20,61,39,1,70.091
14,75,69,70,45,41,40,66,39,1,65.207
12,30,80,40,40,22,87,30,70,1,58.27
9,60,40,70,30,40,60,30,40,1,52.951
4,9,74,30,43,2,96,49,80,1,62.108
25,75,2,20,50,80,18,50,70,1,55.631
3,40,60,60,38,30,70,40,72,1,56.315
2,62,55,53,34,64,35,42,60,1,74.307
16,20,84,58,32,13,73,71,65,1,63.132
18,70,30,66,51,65,33,48,42,1,64.19
26,60,38,54,50,60,40,50,60,1,93.91
22,26,71,37,74,30,80,35,81,1,62.889
23,55,67,42,65,40,57,28,55,1,57.457
20,15,60,23,70,15,66,33,80,1,82.563
