21,90,0,20,0,100,0,80,0,1,169.16
5,0,50,0,100,0,90,0,100,1,84.427
2,30,60,70,10,0,30,90,50,1,127.6
15,90,0,100,0,85,0,100,0,1,108.91
10,0,85,20,50,0,95,50,50,1,86.459
6,75,0,20,50,70,30,50,20,1,126.3
27,20,50,70,30,0,70,70,30,1,96.753
16,0,100,10,20,0,100,80,100,1,103.68
13,0,0,0,100,20,50,0,100,1,116.4
7,85,20,55,30,75,5,70,50,1,116.69
4,0,0,0,100,0,100,0,100,1,59.091
20,0,0,0,100,0,100,0,100,1,68.733
24,0,30,50,20,15,30,80,50,1,127.27
26,75,10,90,20,65,10,80,25,1,118.31
25,10,0,0,90,50,50,10,100,1,92.391
18,100,0,100,10,90,10,90,15,1,75.134
14,90,70,100,0,0,20,100,20,1,82.077
22,0,80,0,100,0,100,0,100,1,64.812
1,80,75,100,10,0,0,90,0,1,72.093
3,10,80,65,20,0,80,80,100,1,76.666
17,80,100,100,0,0,50,100,15,1,59.352
23,0,50,20,100,0,85,0,100,1,57.886
12,0,100,0,90,0,100,10,100,1,70.381
8,20,80,60,50,0,50,50,95,1,70.82
19,100,0,50,0,100,0,100,0,1,52.199
9,30,85,70,20,0,50,80,50,1,72.634
11,0,80,0,100,0,100,0,100,1,55.439
