14,56,75,88,15,38,39,69,28,1,88.274
19,100,0,75,70,100,0,31,20,1,91.216
27,60,70,80,30,50,30,70,50,1,64.271
3,50,90,80,60,20,50,40,50,1,71.217
1,94,60,100,13,64,12,85,19,1,70.603
8,20,90,70,9,10,70,80,60,1,57.86
26,80,30,70,60,80,30,40,20,1,71.83
17,11,100,73,0,10,92,100,30,1,59.158
2,50,60,60,60,60,30,40,50,1,75.456
9,60,70,80,30,30,40,70,40,1,88.389
12,10,100,30,0,0,95,100,70,1,54.527
4,0,100,11,31,0,100,76,79,1,60.404
10,30,90,70,10,10,70,90,70,1,57.912
16,20,80,60,30,20,80,70,50,1,70.656
25,50,0,22,96,100,0,2,50,1,70.574
24,40,30,30,40,70,30,60,60,1,65.034
15,90,0,80,40,90,0,60,20,1,57.428
7,60,30,70,60,80,20,40,60,1,68.241
20,10,70,30,50,20,90,50,70,1,60.585
11,0,80,20,20,0,100,80,80,1,145.27
13,50,0,0,100,50,0,0,80,1,68.318
21,80,0,50,70,80,0,30,30,1,67.672
18,80,10,70,40,80,10,60,30,1,61.545
23,50,30,60,50,60,20,50,50,1,67.912
6,70,30,30,70,80,20,30,30,1,57.79
5,40,60,10,50,30,40,50,70,1,65.521
22,0,80,0,75,0,100,25,80,1,53.561
