21,67,21,85,36,99,6,7,3,1,130.92
5,0,93,39,40,0,100,59,60,1,64.344
2,0,100,62,60,0,100,59,73,1,52.725
15,72,43,79,44,68,40,62,4,1,54.903
10,0,100,0,0,0,100,74,27,1,64.961
6,0,69,59,62,45,59,61,40,1,72.081
27,0,100,54,44,0,100,67,76,1,55.186
16,0,100,22,43,0,100,48,100,1,51.865
13,19,69,40,100,0,74,19,89,1,58.879
7,28,93,73,39,19,65,63,66,1,49.504
4,0,100,0,90,0,100,65,100,1,51.343
20,0,100,22,66,0,100,54,78,1,52.674
24,12,94,66,61,0,85,59,89,1,49.118
26,22,70,80,59,20,60,58,62,1,52.075
25,30,33,31,73,25,58,17,61,1,67.255
18,38,61,54,61,31,68,26,82,1,52.91
14,61,65,79,41,34,15,61,33,1,52.184
22,0,100,61,29,0,100,56,95,1,55.841
1,93,87,95,33,59,10,64,9,1,66.11
3,4,89,62,40,7,83,58,93,1,57.401
17,9,100,82,35,0,65,70,42,1,49.663
23,16,61,55,77,23,73,38,94,1,57.423
12,0,100,38,5,0,100,61,52,1,57.466
8,29,91,54,64,17,61,64,69,1,56.429
19,64,0,86,84,85,1,1,41,1,67.586
9,20,63,65,62,0,97,35,74,1,63.729
11,0,100,8,12,0,100,22,100,1,58.272
