22,10,10,10,20,20,80,80,90,1,115.91
11,0,90,50,10,10,90,90,90,1,72.42
1,100,30,80,30,80,20,70,20,1,59.57
21,20,20,10,90,80,20,10,80,1,58.554
9,80,60,90,10,70,40,90,40,1,60.948
24,20,30,60,40,70,10,60,10,1,60.297
7,60,10,70,30,80,20,70,30,1,54.548
3,30,60,70,20,30,40,80,30,1,53.589
12,0,90,40,0,0,90,100,70,1,66.935
25,0,0,10,90,90,10,10,90,1,60.539
14,90,40,90,20,70,0,80,10,1,56.002
6,30,10,10,80,80,30,20,80,1,60.13
5,20,30,20,80,60,20,20,80,1,67.847
10,10,90,70,20,10,80,80,20,1,62.947
16,30,80,70,20,20,80,80,30,1,54.129
18,80,20,70,40,80,20,60,40,1,55.917
8,50,40,60,30,70,30,70,60,1,62.605
15,70,30,70,30,80,30,70,30,1,55.89
23,40,30,40,70,70,20,30,30,1,51.296
19,80,10,50,60,90,10,40,60,1,68.609
20,20,70,40,30,10,70,70,70,1,58.804
27,40,50,60,40,70,30,60,70,1,64.022
2,70,60,80,30,60,30,70,30,1,64.342
4,0,100,70,0,10,90,100,90,1,60.369
26,70,20,70,40,70,40,60,30,1,78.429
17,90,60,100,10,40,10,90,20,1,58.188
13,30,10,10,100,90,10,0,100,1,54.493
