21,40,40,31,61,45,56,62,60,1,104.86
5,0,100,0,94,0,2,62,100,1,63.931
2,0,100,0,100,0,100,24,100,1,61.719
15,87,14,92,20,70,28,72,20,1,62.809
10,0,100,0,0,0,100,94,100,1,61.031
6,19,87,25,71,0,100,65,100,1,58.371
27,0,100,7,85,0,100,72,89,1,59.96
16,0,100,0,18,0,100,91,100,1,60.491
13,0,100,0,9,0,100,86,99,1,57.429
7,85,7,90,16,78,16,81,20,1,59.216
4,0,100,0,0,0,100,100,100,1,56.472
20,0,100,0,92,0,0,94,100,1,55.048
24,0,100,0,83,0,100,82,100,1,59.425
26,1,96,5,77,3,95,87,85,1,61.835
25,0,87,0,88,9,63,65,93,1,59.789
18,13,83,28,68,6,26,26,36,1,62.151
14,86,70,81,29,5,9,78,18,1,67.691
22,0,100,0,81,0,100,79,100,1,59.434
1,78,28,71,66,31,26,66,22,1,63.635
3,12,76,34,66,33,65,64,28,1,69.539
17,13,90,72,22,12,72,67,79,1,61.093
23,24,79,24,70,16,26,68,74,1,64.113
12,0,100,0,73,0,100,76,100,1,70.246
8,7,97,6,22,7,91,70,90,1,78.864
19,83,7,90,27,85,11,77,14,1,62.8
9,0,100,18,86,7,95,81,92,1,66.887
11,0,100,0,74,0,100,81,100,1,57.58
