3,35,100,39,65,0,100,62,100,1,109.41
11,0,100,0,0,0,100,100,31,1,101.73
5,60,40,40,40,100,40,60,40,1,64.789
6,80,40,60,40,60,60,60,70,1,54.872
26,40,40,60,60,60,40,70,80,1,53.113
25,40,40,40,70,70,20,70,70,1,53.592
1,70,90,100,0,12,19,80,70,1,51.184
16,0,100,100,100,0,100,0,96,1,57.225
22,0,100,0,100,0,100,0,100,1,54.351
4,0,99,0,100,0,100,0,100,1,48.535
9,79,74,100,30,68,38,71,40,1,55.296
13,74,25,28,76,71,21,20,100,1,57.04
12,0,80,25,62,0,86,31,100,1,65.657
18,80,40,100,70,70,30,70,70,1,48.297
17,70,80,100,60,20,70,60,60,1,46.35
27,60,40,70,70,40,60,40,60,1,45.488
19,90,0,80,70,100,0,70,20,1,49.386
24,40,70,40,70,30,70,70,80,1,43.4
23,60,70,80,70,30,40,70,70,1,44.014
8,30,90,40,60,20,90,40,80,1,45.61
2,40,70,40,60,30,80,60,70,1,49.19
20,0,100,0,60,0,100,60,100,1,53.089
21,80,30,70,40,80,30,72,20,1,44.039
14,80,80,90,40,20,20,39,50,1,45.799
15,80,30,90,40,80,10,80,20,1,46.544
7,100,20,80,83,100,0,92,100,1,52.362
10,0,100,0,100,0,100,81,94,1,53.545
